,T_zag_streak,Q_f,I_gr,a_g,v_ad,k_t,c_g,c_v,c_vl,T_ad,psi_zag,f_zag,Q_v,Q_gr,Q_vl,h_zag,h_zag_o,V_g_Rg,V_g,a_zag,psi2
0,1085.1560490079987,0,6.278,1.05,-1837,-3.037,0.0011630420000000002,0.001180596,0.0017393628970879484,1249.985893044965,0.432,314.073537918085,4.862550000000001,1.06726,0.0,13.356944397014118,11.33,34.6298121,29.3746653,1.05,0.255
